"580052","PCP-TM_n","เซ็นทรัล พลาซ่า นครราชสีมา","0054CP5801","บริษัท ซีพีเอ็น โคราช จำกัด",0,""
"580053","PT-TM_n","UOB OPERATION CENTER BUILDINGS","0294CP5802","บริษัท ฤทธา จำกัด",0,""
"580054","PCP-TM_n","ก่อสร้างเขื่อน คสล.หน้าวัดมะขาม","0064CP5901","บริษัท ทรัพย์สมบูรณ์ก่อสร้าง จำกัด",0,""
"580055","PCP-TM_n","Khoakanun Clean Energy Project (KCE)","0078CP5601","บริษัท ไทยจูรองเอ็นจิเนียริ่ง จำกัด",0,""
"580056","PCP-TM_n","คณาสิริ วงแหวน-ลำลูกกา","0207CP5601","บริษัท แสนสิริ จำกัด (มหาชน)",0,""
"580057","PCP-TM_n","IRIS Bangyai","0021CP6001","บริษัท คอนสตรัคชั่น ไลนส์ จำกัด",0,""
"580058","PCP-TM_n","บ่อสูบน้ำประชาอุทิศ","0318CP6001","บริษัท บางกอก ซีวิล ไลน์ จำกัด",0,""
"580059","PCP-TM_n","ห้องจัดเลี้ยงโรงแรมดิเอมเมอรัล","0607CP5801","บริษัท ซีไซด์ รีสอร์ท จำกัด",0,""
"580060","PCP-TM_n","แกรนด์วิว(วงแหวน-ประชาอุทิศ)","0008CP5901","บริษัท กรุงเทพบ้านและที่ดิน จำกัด (มหาชน)",0,""
"580061","PCP-TM_n","บุราสิริ บางพูน","0207CP5601","บริษัท แสนสิริ จำกัด (มหาชน)",0,""
"580062","PCP-TM_n","กำแพงกันดิน บ้านนายญี่ปุ่น สามโคก จ.ปทุมธานี","0132CP5901","บริษัท เพอร์เฟ็ค คอนสตรัคชั่น พลัส (2007) จำกัด",0,""
"580063","PCP-TM_n","เดอะคอนเนค 30 อัพทรี เพชรเกษม 48 (CN-030)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580064","PCP-TM_n","เดอะคัลเลอร์ ไทรน้อย เฟส 5","0222CP5901","บริษัท อารียา พรอพเพอร์ตี้ จำกัด มหาชน",0,""
"580065","PCP-TM_n","District นวลจันทร์","0234CP5801","บริษัท เอพี (ไทยแลนด์) จำกัด (มหาชน)",0,""
"580066","PCP-TM_n","เสาเข็มรั้ว หจก.พรีซิชั่นโคตติ้งโลจิสติก","0619CP5801","ห้างหุ้นส่วนจำกัด พรีซิชั่น โคตติ้ง โลจิสติก",0,""
"580067","PCP-TM_n","พฤกษาวิลล์ 81 (PKV-081)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580068","PCP-TM_n","La Galleria (ร้านค้าและที่พักพนักงาน)","0036CP5901","บริษัท เจ ดับบลิว เอส คอนสตรัคชั่น จำกัด",0,""
"580069","PCP-TM_n","อาคารโรงงาน Phase II","0316CP6001","บริษัท รังสิต พรอสเพอร์ เอสเตท จำกัด",0,""
"580070","PCP-TM_n","230KV Substation Ayuttaya 3 (Pilot Pile)","0006CP5801","อยุธยา",0,""
"580071","PCP-TM_n","สิริ อเวนิว เพชรเกษม 81","0207CP5601","บริษัท แสนสิริ จำกัด (มหาชน)",0,""
"580072","PCP-TM_n","โรงงานนิคมอุตสาหกรรมราชบุรี","0608CP5801","บริษัท สมาร์ท คอน เซอร์วิส จำกัด",0,""
"580073","PCP-TM_n","รั้วและกำแพงกันดิน GEL-2","0521CP5701","ริษัท เจนเนอรัล เอนจิเนียริ่ง จำกัด(มหาชน)",0,""
